timestamp,type,epoch,step,loss,perplexity,tokens,batches,tokens_per_second,learning_rate,gradient_norm
1784786475.259748,train,1,45,4.3244309425354,,74,,6695.317802501121,9e-05,1.2918375730514526
1784786475.30978,train,1,46,4.013679504394531,,18,,1639.387859802964,9.200000000000001e-05,2.470993995666504
1784786475.359442,train,1,47,4.748169422149658,,197,,17740.4230337999,9.4e-05,0.6874744296073914
1784786475.409446,train,1,48,3.06520414352417,,134,,11872.591151486084,9.6e-05,1.2033419609069824
1784786475.459431,train,1,49,4.6199564933776855,,38,,3315.4953872312603,9.8e-05,2.2259325981140137
1784786475.5094259,train,1,50,3.449420213699341,,100,,8546.522052492499,0.0001,0.7962092757225037
1784786475.560266,train,1,51,6.8829474449157715,,57,,4507.933367785041,0.00010200000000000001,1.5956579446792603
1784786475.6103702,train,1,52,2.6757631301879883,,100,,8267.22379036202,0.00010400000000000001,0.49763792753219604
1784786475.6722891,train,1,53,3.8148398399353027,,176,,14961.692544232872,0.00010600000000000002,1.0599172115325928
1784786475.723052,train,1,54,2.532341718673706,,119,,10690.182435103985,0.00010800000000000001,1.475875735282898
1784786475.7723908,train,1,55,2.9484853744506836,,92,,9151.914014803931,0.00011000000000000002,1.31180739402771
1784786475.821943,train,1,56,6.06887674331665,,41,,4135.600490570394,0.00011200000000000001,1.5426007509231567
1784786475.8714502,train,1,57,5.659558296203613,,29,,2986.188875941125,0.00011399999999999999,1.7892364263534546
1784786475.921289,train,1,58,4.057466983795166,,48,,4536.50483025381,0.000116,1.6826965808868408
1784786475.9708538,train,1,59,1.6679540872573853,,197,,17850.468341041535,0.000118,0.6718906760215759
1784786476.02064,train,1,60,3.9450631141662598,,71,,6706.496326434687,0.00012,1.0516780614852905
1784786476.070942,train,1,61,4.864843845367432,,32,,2670.8119896942894,0.000122,2.3355114459991455
1784786476.12113,train,1,62,4.527493476867676,,75,,6483.215302883577,0.000124,1.5112327337265015
1784786476.17116,train,1,63,5.569977760314941,,29,,2548.9183581268985,0.000126,2.322049856185913
1784786476.220737,train,1,64,6.178931713104248,,26,,2277.447002947927,0.00012800000000000002,2.6988790035247803
1784786476.270236,train,1,65,4.75234317779541,,64,,6398.560325627468,0.00013000000000000002,1.881879210472107
1784786476.319694,train,1,66,1.6606799364089966,,188,,19036.848857145797,0.000132,0.8976900577545166
1784786476.369569,train,1,67,2.001232147216797,,26,,2500.1502489992477,0.000134,2.2041170597076416
1784786476.41938,train,1,68,5.261608600616455,,54,,5012.221003261075,0.00013600000000000003,2.3108701705932617
1784786476.4694881,train,1,69,5.846436500549316,,18,,1560.2145298296828,0.000138,2.418039083480835
1784786476.519434,train,1,70,2.4962007999420166,,82,,6924.652185188764,0.00014,1.1278687715530396
1784786476.570135,train,1,71,4.724673748016357,,6,,485.4843417376372,0.000142,4.529293060302734
1784786476.6203468,train,1,72,3.5070271492004395,,68,,5671.649207801343,0.000144,3.8775813579559326
1784786476.670393,train,1,73,4.425743579864502,,136,,11626.580897109263,0.000146,1.9971879720687866
1784786476.720691,train,1,74,3.4414820671081543,,185,,15448.420899925952,0.000148,2.743340492248535
1784786476.770847,train,1,75,3.1979000568389893,,77,,6620.926666583925,0.00015000000000000001,2.571911096572876
1784786476.820857,train,1,76,2.1011481285095215,,62,,5342.332809182902,0.000152,1.0792614221572876
1784786476.87117,train,1,77,3.049788236618042,,26,,2203.926804170772,0.000154,3.261021852493286
1784786476.921249,train,1,78,7.604327201843262,,61,,5213.025145164009,0.00015600000000000002,1.7979414463043213
1784786476.971623,train,1,79,6.017755031585693,,39,,3302.822312540765,0.00015800000000000002,3.5191586017608643
1784786477.021609,train,1,80,4.313632965087891,,85,,7243.006621626863,0.00016,2.1025094985961914
1784786477.0724149,train,1,81,3.6267638206481934,,73,,5840.097179549112,0.000162,1.751253604888916
